task_id,problem,handoff,corruption_type,label
task_057,"Write a function `redact_pii(text)` that replaces any substring matching a US phone number pattern (XXX-XXX-XXXX where X is a digit) with 'XXX-XXX-XXXX', and any substring matching an email pattern (word characters, @, word characters, dot, word characters) with '[REDACTED_EMAIL]'. Everything else in the text must remain UNCHANGED, including surrounding punctuation and spacing.","Agent B, please implement the Python function `redact_pii(text)` based on the following specifications:

**Function Signature:**
```python
def redact_pii(text: str) -> str:
```

**Functionality Requirements:**
1. **US Phone Numbers:** Replace any substring matching the pattern `XXX-XXX-XXXX` (where X is a digit, e.g., `123-456-7890`) with the literal string `'XXX-XXX-XXXX'`.
2. **Email Addresses:** Replace any substring matching an email pattern (defined as word characters, followed by `@`, followed by word characters, followed by a dot `.`, followed by word characters—e.g., `user@example.com`) with the literal string `'[REDACTED_EMAIL]'`.
3. **Preservation:** Everything else in the input text (including surrounding punctuation, spacing, and unmatched text) must remain completely unchanged.

**Key Edge Cases to Handle:**
- Multiple occurrences of phone numbers and emails in the same text string.
- Punctuation directly touching the phone numbers or emails (ensure the regex targets the specific patterns without stripping necessary surrounding context, or handle boundaries correctly).
- Overlapping patterns (though phone and email patterns are distinct, ensure no unintended consumption of characters).

**Recommended Approach:**
Use Python's `re` module with regular expressions:
- Phone regex: `\d{3}-\d{3}-\d{4}`
- Email regex: `\w+@\w+\.\w+` (adjusting for standard word-character boundaries as specified).
Use `re.sub()` to substitute the matches with their respective redaction strings.",none,1
task_057,"Write a function `redact_pii(text)` that replaces any substring matching a US phone number pattern (XXX-XXX-XXXX where X is a digit) with 'XXX-XXX-XXXX', and any substring matching an email pattern (word characters, @, word characters, dot, word characters) with '[REDACTED_EMAIL]'. Everything else in the text must remain UNCHANGED, including surrounding punctuation and spacing.","Agent B, please implement the Python function `redact_pii(text)` based on the following specifications:

**Function Signature:**
```python
def redact_pii(text: str) -> str:
```

**Functionality Requirements:**
1. 3. **Preservation:** Everything else in the input text (including surrounding punctuation, spacing, and unmatched text) must remain completely unchanged.

 **Key Edge Cases to Handle:**
- Multiple occurrences of phone numbers and emails in the same text string.
 - Punctuation directly touching the phone numbers or emails (ensure the regex targets the specific patterns without stripping necessary surrounding context, or handle boundaries correctly).
 - Overlapping patterns (though phone and email patterns are distinct, ensure no unintended consumption of characters).

 **Recommended Approach:**
 Use Python's `re` module with regular expressions:
- Phone regex: `\d{3}-\d{3}-\d{4}`
- Email regex: `\w+@\w+\.\w+` (adjusting for standard word-character boundaries as specified).
 Use `re.sub()` to substitute the matches with their respective redaction strings.",entity_omission,0
task_057,"Write a function `redact_pii(text)` that replaces any substring matching a US phone number pattern (XXX-XXX-XXXX where X is a digit) with 'XXX-XXX-XXXX', and any substring matching an email pattern (word characters, @, word characters, dot, word characters) with '[REDACTED_EMAIL]'. Everything else in the text must remain UNCHANGED, including surrounding punctuation and spacing.","Agent B, please implement the Python function  based on the following specifications:

**Function Signature:**


**Functionality Requirements:**

**Key Edge Cases to Handle:**

**Recommended Approach:**
Use Python's  module with regular expressions:
Use  to substitute the matches with their respective redaction strings.",tool_result_drop,0
task_057,"Write a function `redact_pii(text)` that replaces any substring matching a US phone number pattern (XXX-XXX-XXXX where X is a digit) with 'XXX-XXX-XXXX', and any substring matching an email pattern (word characters, @, word characters, dot, word characters) with '[REDACTED_EMAIL]'. Everything else in the text must remain UNCHANGED, including surrounding punctuation and spacing.","**Email Addresses:** Replace any substring matching an email pattern (defined as word characters, followed by `@`, followed by word characters, followed by a dot `.`, followed by word characters—e.g., `user@example.com`) with the literal string `'[REDACTED_EMAIL]'`.",over_summarization,0
task_058,"Write a function `min_coins(amount, coins)` that returns the MINIMUM number of coins needed to make exactly `amount` using unlimited quantities of the given coin denominations. If it's impossible to make the exact amount, return -1.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that solves the classic coin change problem (finding the minimum number of coins needed to make a specific amount).

### Function Signature
`def min_coins(amount: int, coins: list[int]) -> int:`

### Requirements
- **Inputs**: 
  - `amount`: A non-negative integer representing the target value to make.
  - `coins`: A list of positive integers representing available coin denominations.
- **Output**: 
  - Return the minimum number of coins required to make exactly `amount`.
  - If the target `amount` cannot be formed with the given coins, return `-1`.
  - You have an unlimited supply of each coin denomination.

### Key Edge Cases to Handle
1. **`amount == 0`**: Should return `0` (0 coins needed).
2. **Impossible to form `amount`**: If no combination of coins adds up to `amount` (e.g., `amount = 3`, `coins = [2]`), return `-1`.
3. **Empty coin list (`coins = []`)**: If `amount > 0`, return `-1`. If `amount == 0`, return `0`.
4. **Coins larger than amount**: Coins that exceed the remaining amount should simply be ignored.

### Recommended Approach (Dynamic Programming)
- Use a bottom-up dynamic programming approach.
- Create a DP table (or list) of size `amount + 1`, initialized to `infinity` (or `amount + 1` as a sentinel value).
- Set `dp[0] = 0` since 0 amount requires 0 coins.
- Iterate `i` from `1` to `amount`:
  - For each coin in `coins`, if `i - coin >= 0`, update `dp[i] = min(dp[i], dp[i - coin] + 1)`.
- After filling the table, check if `dp[amount]` is still infinity. If it is, return `-1`; otherwise, return `dp[amount]`.",none,1
task_058,"Write a function `min_coins(amount, coins)` that returns the MINIMUM number of coins needed to make exactly `amount` using unlimited quantities of the given coin denominations. If it's impossible to make the exact amount, return -1.","HANDOFF MESSAGE FOR AGENT B:

Your task is to write a Python function that solves the classic coin change problem (finding the minimum number of coins needed to make a specific amount).

### Function Signature


### Requirements

### Key Edge Cases to Handle

### Recommended Approach (Dynamic Programming)",tool_result_drop,0
task_058,"Write a function `min_coins(amount, coins)` that returns the MINIMUM number of coins needed to make exactly `amount` using unlimited quantities of the given coin denominations. If it's impossible to make the exact amount, return -1.","**Impossible to form `amount`**: If no combination of coins adds up to `amount` (e.g., `amount = 3`, `coins = [2]`), return `-1`.",over_summarization,0
task_059,"Write a function `sliding_window_max(nums, k)` that returns a list containing the maximum value in every contiguous window of size `k` as it slides from left to right across `nums`. If k > len(nums), return a single-element list with the max of the whole array.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that computes the maximum value in every contiguous sliding window of size `k` as it moves from left to right across an array/list of numbers `nums`.

**Function Signature:**
```python
def sliding_window_max(nums: list[int], k: int) -> list[int]:
```

**Key Edge Cases to Handle:**
1. **`k > len(nums)`**: Return a single-element list containing the maximum value of the entire `nums` array.
2. **`k == 1`**: Return a copy of the original `nums` list (each element is its own window max).
3. **Empty `nums`**: (Assuming standard constraints, but if `nums` is empty, handle gracefully or return empty list depending on expectations—though problem implies valid inputs where $k \ge 1$).

**Recommended Approach (Optimal $O(n)$ Time Complexity):**
- Use a **monotonic decreasing queue** (specifically, a `collections.deque`) to store the *indices* of the elements in the current window.
- As you iterate through the array with index `i`:
  1. Remove indices from the front of the deque if they fall outside the current window (i.e., `index < i - k + 1`).
  2. Remove indices from the back of the deque if the corresponding values in `nums` are less than or equal to `nums[i]` (since they can never be the maximum while `nums[i]` is in the window).
  3. Append the current index `i` to the back of the deque.
  4. Once the window reaches size `k` (i.e., `i >= k - 1`), append the element at the front of the deque (`nums[deque[0]]`) to your result list.",none,1
task_059,"Write a function `sliding_window_max(nums, k)` that returns a list containing the maximum value in every contiguous window of size `k` as it slides from left to right across `nums`. If k > len(nums), return a single-element list with the max of the whole array.","**HANDOFF MESSAGE FOR AGENT B**

**Objective:**
Write a Python function that computes the maximum value in every contiguous sliding window of size  as it moves from left to right across an array/list of numbers .

**Function Signature:**


**Key Edge Cases to Handle:**

**Recommended Approach (Optimal $O(n)$ Time Complexity):**",tool_result_drop,0
task_059,"Write a function `sliding_window_max(nums, k)` that returns a list containing the maximum value in every contiguous window of size `k` as it slides from left to right across `nums`. If k > len(nums), return a single-element list with the max of the whole array.",Remove indices from the back of the deque if the corresponding values in `nums` are less than or equal to `nums[i]` (since they can never be the maximum while `nums[i]` is in the window).,over_summarization,0
task_060,"Write a function `diff_lists(old, new)` that compares two lists and returns a dict with keys 'added' (items in new but not old), 'removed' (items in old but not new), and 'unchanged' (items in both), where counts matter for duplicates -- e.g. if old has two 'x' and new has one 'x', that's 1 removed 'x', not 0. Each value is a list (order doesn't matter within each).","Handoff Message for Agent B:

1. **Function to Build:**
   Write a Python function that compares two lists (`old` and `new`) taking element counts (duplicates) into account. It must return a dictionary with three keys:
   - `'added'`: items present in `new` but not in `old` (respecting multiplicity).
   - `'removed'`: items present in `old` but not in `new` (respecting multiplicity).
   - `'unchanged'`: items present in both lists (respecting multiplicity).
   
   The order of elements within the result lists does not matter.

2. **Exact Signature:**
   ```python
   def diff_lists(old, new):
   ```

3. **Key Edge Cases to Handle:**
   - **Duplicates / Counts:** If `old` has two `'x'` and `new` has one `'x'`, then `'removed'` should contain one `'x'`, `'unchanged'` should contain one `'x'`, and `'added'` should be empty.
   - **Empty lists:** Handling cases where either `old`, `new`, or both are empty.
   - **Disjoint lists:** Lists with no overlapping elements (all added/removed, none unchanged).
   - **Data types:** Items inside the lists are hashable (standard list items like strings, numbers, tuples).

4. **Plan / Approach:**
   - Use `collections.Counter` on both lists to easily handle frequency counts of items.
   - For `'unchanged'`, take the intersection of counts (i.e., `min(old_count[item], new_count[item])` for each item).
   - For `'removed'`, items are those in `old` whose counts exceed their counts in `new` (i.e., `old_count[item] - new_count[item] > 0`).
   - For `'added'`, items are those in `new` whose counts exceed their counts in `old` (i.e., `new_count[item] - old_count[item] > 0`).
   - Flatten these counts back into lists for each dictionary value and return the dict.",none,1
task_060,"Write a function `diff_lists(old, new)` that compares two lists and returns a dict with keys 'added' (items in new but not old), 'removed' (items in old but not new), and 'unchanged' (items in both), where counts matter for duplicates -- e.g. if old has two 'x' and new has one 'x', that's 1 removed 'x', not 0. Each value is a list (order doesn't matter within each).","Handoff Message for Agent B:

   Write a Python function that compares two lists ( and ) taking element counts (duplicates) into account. It must return a dictionary with three keys:
   
   The order of elements within the result lists does not matter.

   

",tool_result_drop,0
task_060,"Write a function `diff_lists(old, new)` that compares two lists and returns a dict with keys 'added' (items in new but not old), 'removed' (items in old but not new), and 'unchanged' (items in both), where counts matter for duplicates -- e.g. if old has two 'x' and new has one 'x', that's 1 removed 'x', not 0. Each value is a list (order doesn't matter within each).","- For `'removed'`, items are those in `old` whose counts exceed their counts in `new` (i.e., `old_count[item] - new_count[item] > 0`).",over_summarization,0
